life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
55.86,7.64,6.05,649.53,0.404,Low
56.69,1.34,6.25,1035.61,0.3518,Low
71.58,11.26,13.54,26625.99,0.7954,High
61.31,0.64,7.28,621.91,0.3397,Low
62.58,9.75,9.88,7316.67,0.6339,Medium
70.29,12.15,15.74,39225.3,0.8377,Very High
66.39,9.31,13.7,9559.84,0.6977,Medium
57.23,2.89,8.05,3575.08,0.4626,Low
75.25,10.4,15.24,11406.85,0.7766,High
78.97,9.61,14.05,25630.71,0.8144,Very High
69.75,7.97,11.03,3776.89,0.6216,Medium
65.34,8.23,13.82,12865.79,0.6959,Medium
64.67,5.4,13.81,2592.01,0.5753,Medium
59.03,8.62,10.08,2697.65,0.5535,Medium
48.93,1.95,10.09,1025.73,0.3782,Low
71.68,8.82,9.52,8062.1,0.6652,Medium
45.61,4.66,8.21,949.31,0.3717,Low
82.52,5.79,13.89,14970.31,0.7496,High
64.2,8.96,12.85,4579.78,0.6362,Medium
71.79,9.05,10.24,13700.71,0.7028,High
54.28,6.88,9.42,1697.01,0.4803,Low
69.3,9.73,13.05,20055.64,0.7471,High
54.52,6.4,7.63,819.84,0.4156,Low
52.8,4.57,10.6,869.19,0.4191,Low
62.05,5.54,11.76,1441.6,0.5109,Low
67.31,8.57,10.86,6701.21,0.6475,Medium
75.94,8.81,12.13,24686.19,0.7673,High
54.5,4.66,6.45,988.76,0.3946,Low
62.4,4.9,7.84,1705.7,0.4741,Low
63.56,9.22,10.5,4001.17,0.607,Medium
55.98,6.64,10.44,1984.02,0.5036,Low
57.93,4.75,8.8,1616.85,0.4622,Low
80.26,14.12,17.75,95000,0.9631,Very High
57.54,2.67,5.18,1151.69,0.3676,Low
69.36,8.94,13.07,7368.74,0.6883,Medium
53.96,1.71,5.69,477.29,0.2982,Low
60.98,2.46,8.07,1611.47,0.4327,Low
73.5,5.35,12.92,3768.01,0.6235,Medium
74.56,10.45,15.4,34357.37,0.8313,Very High
66.86,7.16,12.47,3743.46,0.6134,Medium
68.27,4.84,12.48,7174.89,0.6245,Medium
69.87,9.39,12.05,6848.66,0.682,Medium
72.97,11.45,12.66,13739.33,0.7632,High
69.66,8.49,13.95,14093.61,0.7262,High
56.22,1.66,7.9,587.88,0.3447,Low
66.6,7.62,9.39,8985.72,0.6306,Medium
59.4,4.77,10.07,2345.47,0.5022,Low
54.22,3.9,5.84,1183.45,0.3858,Low
71.61,7.84,14.76,7879.36,0.7058,High
58.71,2.2,8.09,1150.32,0.403,Low
72.66,9.26,15.25,27946.08,0.7963,High
71.22,7.28,12.57,5957.14,0.6603,Medium
56.45,4.54,4.42,2067.76,0.4129,Low
79.6,12.51,18,65271.83,0.9372,Very High
59.61,4.43,6.41,1335.06,0.4268,Low
62.29,5.45,12.16,5593.99,0.5901,Medium
77.78,12.11,13.45,29437.37,0.8404,Very High
51.9,5.09,6.19,672.74,0.3641,Low
56.2,1.1,9.2,791.34,0.3705,Low
66.36,2.59,5.92,753.83,0.3794,Low
76.16,14.04,11.09,28751.26,0.8307,Very High
62.84,6.41,7.53,2522.25,0.5141,Low
62.17,7.63,8.3,5185.47,0.5724,Medium
67.81,6.17,12.11,2433.33,0.5771,Medium
83.04,10.72,15.17,32083.35,0.87,Very High
57.85,6.19,9.65,1735.98,0.4919,Low
70.47,9.15,8.61,8257.4,0.6556,Medium
53.89,4.51,4.32,735.55,0.3489,Low
67.65,7.09,9.69,4202.94,0.5936,Medium
78.58,12.1,14.63,50197.74,0.8817,Very High
51.5,2.19,4.33,888.62,0.3138,Low
58.31,5.09,5.82,919.73,0.4029,Low
65.8,7.25,10.19,4138.32,0.5924,Medium
53.24,4.92,7.08,573.58,0.3651,Low
68.37,8.15,11.93,6713.05,0.6582,Medium
76.67,9.38,17.01,21781.28,0.8226,Very High
67.51,6.27,8.94,4624.58,0.5785,Medium
58.92,3.56,9.56,3114.65,0.4926,Low
53.82,3.3,4.6,503.6,0.3116,Low
45,1.94,6.2,517.76,0.2829,Low
69.94,7.17,11.76,3315.82,0.6125,Medium
62.16,6.45,11.19,4738.8,0.5836,Medium
85.04,10.9,17.76,59343.88,0.9385,Very High
57.92,2.0,9.97,636.21,0.3827,Low
73.93,10.95,10.9,27984.53,0.7783,High
74.95,9.65,13.15,19616.62,0.7737,High
65.85,5.2,11.46,7062.11,0.6066,Medium
77.62,8.43,13.6,9108.64,0.7356,High
64.79,7.76,9.97,3591.29,0.5845,Medium
62.55,4.82,9.53,4480.15,0.5428,Low
82.36,11.04,15.86,42551.04,0.8919,Very High
61.71,4.33,9.75,861.75,0.4426,Low
72.32,7.57,11.42,8234.08,0.6734,Medium
55.94,5.79,7.74,1756.92,0.4605,Low
56.27,5.03,9.95,1178.77,0.452,Low
76.13,12.32,15.06,28662.5,0.849,Very High
59.5,6.68,10.67,3615.43,0.555,Medium
80.58,11.47,17.43,29086.7,0.8846,Very High
54.34,2.58,4.89,784.15,0.3316,Low
75.18,11.14,17.46,22623.82,0.8412,Very High
62.53,6.69,9.75,2822.37,0.5463,Low
71.72,12.57,12.18,41331.82,0.8186,Very High
72.17,12.37,12.93,65958.88,0.8468,Very High
50.49,1.76,3,675.1,0.2678,Low
57.49,3.96,9.89,1933.63,0.4717,Low
71.38,8.84,11.18,6700.99,0.6722,Medium
54.74,0.5,5.75,492.88,0.2832,Low
65.87,7.33,14.86,3251.68,0.6249,Medium
76.91,9.28,14.79,21169.14,0.799,High
52.26,3.81,5.0,763.74,0.3435,Low
56.26,7.28,7.07,2212.12,0.4857,Low
57.34,0.5,8.05,502.13,0.3229,Low
68.63,8.44,16.41,10541.0,0.7294,High
55.17,2.96,3,703.27,0.3073,Low
77.87,11.23,13.38,36293.38,0.8394,Very High
52.42,6.04,11.25,2530.88,0.5001,Low
58.0,4.46,7.06,2999.42,0.4696,Low
80.75,12.37,18,52400.88,0.9308,Very High
59.45,4.81,5.39,1621.32,0.4294,Low
54.06,4.11,6.29,631.83,0.3569,Low
81.71,11.13,13.41,67610.59,0.8857,Very High
79.43,11.52,13.1,20736.56,0.8198,Very High
86,12.98,15.86,65159.76,0.9489,Very High
57.84,4.94,11.31,1236.54,0.4731,Low
53.37,5.54,6.14,974.77,0.3972,Low
74.15,7.12,11.72,12426.18,0.699,Medium
69.83,8.62,12.27,14895.6,0.714,High
77.93,14.5,16.05,78217.43,0.9391,Very High
61.43,6.69,10.55,4971.71,0.579,Medium
71.69,8.26,8.79,4916.37,0.6242,Medium
55.05,5.03,9.13,895.23,0.4221,Low
62.75,4.33,4.48,2349.36,0.4385,Low
56.08,1.59,3.48,776.78,0.2954,Low
86,14.5,17.04,91747.81,0.9854,Very High
72.38,11.68,16.13,27071.53,0.8296,Very High
69.56,6.42,12.31,9859.38,0.6649,Medium
67.29,8.33,13.13,8520.9,0.6795,Medium
75.32,6.72,15.28,15245.79,0.7483,High
73.37,7.76,16.95,9901.08,0.7464,High
69.07,2.92,10.85,1795.4,0.5083,Low
54.86,3.48,7.48,1012.1,0.393,Low
65.79,4.47,10.04,2134.28,0.5184,Low
68.97,8.7,10.81,2816.26,0.6076,Medium
83.61,14.5,15.37,61269.04,0.9523,Very High
57.54,3.63,9.54,1109.05,0.4327,Low
85.93,13.54,16.79,48853.82,0.9504,Very High
62.34,4.64,11.77,4437.86,0.5644,Medium
65.39,6.69,6.82,2245.18,0.5135,Low
65.12,7.03,8.63,2051.09,0.5316,Low
86,12.04,16.03,95000,0.946,Very High
64.87,5.73,7.86,3291.99,0.5304,Low
78.11,9.15,15.71,41375.02,0.8449,Very High
59.05,3.1,5.75,643.3,0.3542,Low
76.55,9.11,17.4,42790.89,0.8556,Very High
74.48,8.11,12.78,11252.43,0.7205,High
54.64,4.69,11.42,1083.04,0.4495,Low
58.74,4.53,7.01,747.44,0.397,Low
69.74,7.9,13.05,7798.87,0.6804,Medium
71.65,6.93,8.1,8002.41,0.6212,Medium
59.1,5.01,11.42,2219.75,0.5148,Low
75.18,10.05,10.61,10734.27,0.7227,High
78.1,12.65,15.88,46537.23,0.8945,Very High
80.71,9.1,10.44,27155.6,0.7771,High
73.65,9.07,14.75,31753.6,0.7997,High
79.39,8.78,15.53,10492.82,0.7748,High
77.05,7.93,14.75,40603.03,0.8126,Very High
65.03,5.6,9.25,2618.86,0.5332,Low
69.16,6.97,11.37,4333.65,0.6181,Medium
73.61,10.09,13.12,28195.91,0.7898,High
82.96,8.52,13.72,39643.23,0.835,Very High
77.38,9.21,14.53,20693.84,0.7966,High
73.05,8.94,12.79,19995.57,0.7528,High
62.82,8.55,8.28,3957.33,0.5734,Medium
81.66,8.06,15.47,54641.12,0.8576,Very High
75.58,7.14,9.59,8512.06,0.6615,Medium
63.89,9.3,12.17,7853.23,0.6608,Medium
73.84,7.51,12.34,12929.32,0.7119,High
61.46,9.9,15.44,8996.55,0.6904,Medium
81.05,10.15,14.29,32105.47,0.8443,Very High
83.9,13.15,14.44,83987.23,0.938,Very High
52.02,5.11,10.35,1741.52,0.46,Low
56.23,3.65,9.83,1371.05,0.443,Low
45,0.5,4.27,493.3,0.2324,Low
63.27,9.77,10.04,7829.97,0.6424,Medium
86,11.45,14.41,32692.19,0.881,Very High
77.79,12.27,18,25228.29,0.8773,Very High
54.93,8.48,11.89,2829.69,0.5499,Low
84.62,14.5,18,95000,0.9925,Very High
72.91,10.55,13.36,35943.09,0.8056,Very High
69.96,6.3,11.24,9069.55,0.649,Medium
79.37,13.26,18,88884.2,0.9511,Very High
58.29,8.92,12.56,6996.64,0.6251,Medium
73.02,8.64,12.83,7756.65,0.7017,High
79.71,10.46,9.55,13777.83,0.7486,High
74.42,8.31,12.78,14604.19,0.7358,High
85.47,14.45,14.23,79154.18,0.9572,Very High
54.17,4.33,10.58,2330.73,0.4786,Low
67.43,6.75,14.4,7501.18,0.6676,Medium
73.65,10.42,16.29,18379.65,0.8042,Very High
67.74,5.41,11.85,8640.7,0.6316,Medium
77.65,11.2,13.1,21159.68,0.8088,Very High
62.38,5.24,3.39,648.45,0.3671,Low
58.4,7.53,11.33,3623.18,0.5659,Medium
49.51,4.91,8.59,595.3,0.3665,Low
54.12,4.65,10.57,1066.3,0.4383,Low
61.95,3.91,12.17,2585.31,0.5296,Low
86,13.33,18,95000,0.9811,Very High
72.46,7.86,15.67,7431.78,0.7155,High
76.05,5.3,13.14,10262.02,0.6888,Medium
57.09,5.35,10.76,843.55,0.4443,Low
63.46,7.18,11.59,7649.82,0.6265,Medium
60.6,6.18,8.45,1054.45,0.461,Low
78.0,6.98,12.46,6514.26,0.6882,Medium
58.73,5.97,5.37,1867.87,0.451,Low
56.45,4.35,15.19,4996.37,0.5727,Medium
78.71,11.77,15.37,62621.7,0.8962,Very High
67.39,9.32,12.32,10620.95,0.6948,Medium
53.49,4.87,11.58,936.73,0.4385,Low
83.67,9.66,15.36,30498.8,0.8588,Very High
66.38,6.59,9.4,6460.4,0.6,Medium
64.66,9.01,12.33,8087.13,0.6643,Medium
68.76,10.34,9.21,4860.8,0.6417,Medium
54.74,3.01,4.62,578.5,0.3188,Low
67.56,5.24,9.73,1665.39,0.5172,Low
77.82,8.74,10.96,8396.94,0.7079,High
75.99,11.33,15.75,43583.4,0.8639,Very High
50.81,3.43,7.1,510.89,0.3314,Low
83.48,9.33,13.96,34467.43,0.8445,Very High
60.22,2.95,13.66,3689.13,0.5442,Low
80.87,11.25,16.17,55400.09,0.903,Very High
81.41,9.38,13.8,16006.18,0.7958,High
85.32,12.2,17.49,46026.04,0.9385,Very High
86,12.6,14.45,95000,0.9365,Very High
53.46,3.37,4.67,388.98,0.2946,Low
57.58,5.37,9.8,3674.8,0.5217,Low
80.49,10.47,14.98,40366.87,0.8642,Very High
62.97,9.73,11.4,3207.34,0.6054,Medium
68.19,7.53,11.95,8842.82,0.6638,Medium
74.17,11.4,16.2,17970.19,0.8155,Very High
68.55,8.59,12.67,5416.95,0.6601,Medium
77.49,8.85,12.05,15546.39,0.7516,High
71.52,8.75,13.92,6633.85,0.6984,Medium
78.84,11.86,18,95000,0.9323,Very High
68.64,7.84,11.73,4667.36,0.6343,Medium
77.72,9.34,12.94,22352.91,0.7867,High
54.05,3.32,10.38,781.31,0.4019,Low
57.47,5.35,4.1,955.12,0.3858,Low
70.54,4.72,9.05,2755.65,0.5419,Low
70.76,9.63,12.92,13803.81,0.7338,High
58.45,6.09,4.64,1213.97,0.4199,Low
52.56,4.6,5.83,565.7,0.3457,Low
86,13.4,14.73,81877.42,0.9494,Very High
76.13,11.86,12.12,12118.81,0.7708,High
54.03,4.6,4.09,631.47,0.339,Low
78.99,11.19,12.85,22368.46,0.815,Very High
47.37,0.5,9.2,549.44,0.309,Low
56.63,4.01,9.07,1471.48,0.4453,Low
64.75,12.43,8.86,12129.18,0.6907,Medium
51.68,3.36,9.26,1084.79,0.4017,Low
70.82,2.77,9.19,933.26,0.4509,Low
51.49,1.44,3.48,475.19,0.2548,Low
69.54,9.46,12.86,6675.27,0.6877,Medium
79.31,13.1,16.16,55891.44,0.9174,Very High
61.27,7.28,7.95,3782.0,0.5446,Low
57.74,5.22,9.51,1625.4,0.475,Low
66.77,7.06,10.33,13179.41,0.652,Medium
62.57,5.67,11.04,3859.05,0.5637,Medium
70.48,11.87,13.56,11123.94,0.753,High
52.82,4.42,7.54,595.94,0.3649,Low
69.95,9.16,11.08,5740.16,0.6606,Medium
72.38,11.79,12.37,14330.08,0.7636,High
64.59,5.44,8.7,3855.62,0.5431,Low
86,14.09,13.86,60587.02,0.9386,Very High
70.68,5.68,11.32,8707.63,0.6424,Medium
60.95,3.11,10.27,700.23,0.4161,Low
63.16,4.86,10.17,2374.45,0.5208,Low
73.71,13.74,12.32,32981.61,0.8336,Very High
65.68,6.04,13.08,5880.06,0.6251,Medium
83.92,13.18,13.46,50433.62,0.9093,Very High
51.28,3.2,10.48,920.29,0.4003,Low
86,11.61,17.12,60800.62,0.9417,Very High
79.03,11.42,13.51,25522.31,0.8314,Very High
47.9,0.5,8.39,409.9,0.2837,Low
64.7,1.54,10.2,1004.67,0.4313,Low
86,11.5,16.62,50104.3,0.9258,Very High
58.72,5.83,12.48,2008.25,0.5266,Low
76.83,9.04,12.3,10502.33,0.7339,High
47.18,1.3,10.68,647.43,0.3423,Low
68.42,9.15,11.12,4305.48,0.6382,Medium
72.22,6.85,12.21,6521.28,0.6602,Medium
56.84,6.16,8.15,1483.97,0.4637,Low
76.52,8.59,16.25,25470.22,0.8127,Very High
60.12,3.15,7.4,788.13,0.391,Low
66.55,5.36,12.81,3305.75,0.587,Medium
70.69,11.99,15.58,14140.37,0.7859,High
59.02,9.48,10.04,3011.68,0.5685,Medium
66.18,10.68,12.04,5476.24,0.6669,Medium
71.32,10.95,15.81,17656.94,0.7918,High
79.45,11.24,14.14,33524.45,0.8511,Very High
79.49,7.87,15.11,30752.65,0.8144,Very High
82.04,9.36,16.28,37689.19,0.8679,Very High
72.61,12.33,15.78,41841.81,0.8558,Very High
53.51,2.38,7.32,728.08,0.3523,Low
53.54,2.97,7.35,591.45,0.3476,Low
54.84,3.18,4.54,508.27,0.3126,Low
62.35,4.02,8.75,1304.88,0.4567,Low
74.61,9.04,13.52,15821.13,0.7576,High
56.87,4.73,3.27,933.45,0.3623,Low
74.04,9.13,14.31,20019.22,0.7759,High
86,14.5,14.87,77081.17,0.9642,Very High
66.8,9.12,12.9,5000.2,0.6556,Medium
62.66,4.58,11.8,9102.38,0.599,Medium
55.66,3.24,6.44,461.38,0.3313,Low
84.58,12.22,14.94,32775.88,0.8941,Very High
80.58,11.24,15.66,20977.39,0.8478,Very High
73.19,8.99,13.22,21299.21,0.7618,High
65.55,5.24,7.9,4598.38,0.5427,Low
63.57,5.44,8.99,2134.92,0.5113,Low
58.01,6.25,12.97,2364.74,0.5416,Low
75.69,13.42,15.74,79378.96,0.9118,Very High
75.49,10.42,15.26,25773.51,0.8204,Very High
81.92,11.77,18,87147.99,0.9473,Very High
75.66,11.06,13.6,15320.73,0.7862,High
65.83,7.4,12.08,3398.43,0.6025,Medium
65.47,4.81,9.63,2457.43,0.5251,Low
66.48,11.45,16.51,28141.34,0.7999,High
53.54,2.52,5.75,644.24,0.3283,Low
61.02,8.76,9.8,1654.99,0.5324,Low
49.62,2.97,4.28,363.31,0.2684,Low
66.53,7.27,10.14,5172.34,0.6069,Medium
80.77,9.79,15.52,31348.59,0.8503,Very High
63.27,7.43,10.31,4963.97,0.5941,Medium
77.11,14.5,18,42972.87,0.9249,Very High
66.25,7.48,12.43,8698.2,0.6583,Medium
54.1,2.58,9.86,2790.19,0.4562,Low
60.26,3.03,8.26,1452.13,0.4357,Low
73.38,9.03,11.09,6097.17,0.6772,Medium
60.45,5.5,12.77,5540.68,0.5878,Medium
66.95,4.33,10.78,4954.99,0.5738,Medium
82.48,11.73,14.25,35738.74,0.8758,Very High
76.63,11.17,14.85,39706.31,0.8518,Very High
80.56,11.7,18,68512.08,0.9352,Very High
81.86,12.1,16.23,56122.74,0.9194,Very High
57.81,2.98,8.62,987.43,0.4085,Low
81.75,11.08,15.26,34603.54,0.8731,Very High
72.93,8.56,9.32,14657.14,0.6937,Medium
51.59,2.27,5.1,773.06,0.3195,Low
53.3,4.38,6.65,611.76,0.3592,Low
62.61,6.5,10.37,1194.69,0.4987,Low
66.98,9.04,11.66,6620.47,0.6589,Medium
69.58,7.72,11.33,15528.71,0.6928,Medium
50.15,4.28,3,423.58,0.2837,Low
51.52,1.83,7.24,553.34,0.3203,Low
45.91,3.16,7.95,1167.62,0.3641,Low
81.86,14.01,16.71,65052.74,0.9536,Very High
63.42,7.66,11.17,8076.94,0.6305,Medium
80.52,9.55,18,42910.72,0.8869,Very High
59.51,7.02,8.32,1613.68,0.4915,Low
79.68,11.71,15.53,42777.25,0.8838,Very High
58.58,2.39,6.34,1146.03,0.3825,Low
80.22,9.68,10.7,15253.66,0.7584,High
73.31,9.54,12.63,16520.03,0.7507,High
76.61,8.51,10.91,8752.97,0.7015,High
82.87,12.77,11.99,48197.27,0.8815,Very High
75.05,12.06,13.13,22390.03,0.8096,Very High
54.24,3.37,7.57,1321.31,0.4046,Low
53.96,3.66,5.23,668.6,0.3423,Low
65.79,8.17,14.77,6860.94,0.6747,Medium
77.88,9.46,11.47,20098.4,0.7676,High
75.33,8.38,15.87,31998.91,0.8113,Very High
48.27,1.22,7.62,497.67,0.2985,Low
66.86,8.6,12.3,7203.47,0.6639,Medium
66.29,5.14,9.77,6225.22,0.5816,Medium
80.41,9.47,11.66,20372.26,0.7816,High
74.83,9.11,13.37,14858.3,0.7549,High
51.66,2.41,6.34,473.95,0.3086,Low
64.22,3.11,12.31,4838.66,0.5621,Medium
79.08,8.66,12.09,14417.08,0.7524,High
72.56,9.57,13.92,14594.37,0.7545,High
76.41,5.25,11.81,4570.55,0.6318,Medium
79.07,8.22,16.05,9919.84,0.7687,High
60.99,5.49,4.31,1123.09,0.4116,Low
74.2,9.96,13.04,16885.78,0.7655,High
75.08,11.08,13.25,17449.62,0.787,High
62.71,6.96,14.59,4274.9,0.6192,Medium
80.9,8.45,12.51,11117.92,0.7485,High
56.45,6.45,9.36,1172.75,0.4627,Low
79.04,4.97,15.81,17670.57,0.7545,High
74.19,10.58,16.17,32972.0,0.8366,Very High
75.6,10.8,11.92,27419.14,0.7944,High
63.03,10.3,11.66,6348.53,0.6518,Medium
58.6,4.35,8.01,2118.75,0.4652,Low
84.67,11.98,15.05,62312.64,0.9246,Very High
65.11,11.53,14.61,16488.56,0.7506,High
59.95,2.53,5.38,892.29,0.3621,Low
76.64,8.6,17.95,12918.13,0.795,High
51.99,5.38,7.48,654.9,0.3782,Low
77.1,7.93,13.13,7818.28,0.7139,High
86,7.94,12.96,32917.01,0.8178,Very High
69.99,10.23,15.09,8274.57,0.7306,High
75.03,7.83,11.96,20953.86,0.7402,High
67.56,5.4,10.64,2745.69,0.5584,Medium
56.7,7.23,11.88,3060.27,0.5503,Medium
70.17,4.24,11.01,4690.51,0.5855,Medium
75.87,10.71,15.16,30803.77,0.8334,Very High
83.46,13.98,17.48,58131.68,0.9631,Very High
53.72,2.76,7.96,684.98,0.3615,Low
56.75,3.47,7.95,1580.72,0.4297,Low
62.23,7.83,10.15,3486.38,0.5741,Medium
64.66,7.8,8.53,2981.31,0.5594,Medium
76.01,9.22,14.31,11466.68,0.7577,High
48.66,0.5,4.67,535.99,0.254,Low
51.34,1.14,4.23,938.43,0.2939,Low
68.27,7.47,7.49,5841.34,0.593,Medium
65.02,7.05,10.76,4140.8,0.5926,Medium
75.9,12.85,16.43,90901.68,0.9128,Very High
48.66,4.8,7.15,443.42,0.3288,Low
66.46,6.57,12.56,3031.61,0.5936,Medium
78.31,12.9,13.58,66942.68,0.8928,Very High
68.78,5.28,12.55,3476.83,0.5953,Medium
65.82,9.86,13.39,19133.17,0.7319,High
59.22,5.82,11.13,2440.44,0.5272,Low
56.54,4.2,8.72,899.18,0.4147,Low
81.86,11.51,16.63,61081.3,0.9205,Very High
75.53,8.62,10.88,17504.81,0.7325,High
83.67,12.52,15.76,38814.72,0.9103,Very High
66.16,8.73,12.07,8188.53,0.6665,Medium
66.42,5.78,13.38,7639.93,0.6414,Medium
55.84,4.51,10.36,1898.2,0.4754,Low
80.67,13.62,18,58153.88,0.9496,Very High
82.37,12.25,13.23,41710.18,0.8786,Very High
69.48,6.88,10.85,4737.18,0.6175,Medium
79.28,12.11,13.47,27729.18,0.8448,Very High
59.32,5.35,8.25,891.97,0.4336,Low
82.08,12.11,14.46,28270.55,0.8689,Very High
86,14.25,17.76,38276.65,0.9545,Very High
52.09,4.35,9.52,1211.89,0.4239,Low
65.19,8.27,13.54,13148.97,0.6938,Medium
68.81,7.18,6.31,6097.94,0.5781,Medium
69.94,10.74,13.14,7613.71,0.7137,High
57.78,5.0,5.17,1537.45,0.4207,Low
83.2,10.97,16.21,25758.64,0.8731,Very High
75.68,6.82,14.4,12389.93,0.7314,High
82.08,9.3,14.73,26503.02,0.8335,Very High
69.35,11.1,12.18,10415.09,0.7226,High
59.58,4.34,8.3,679.22,0.4044,Low
59.43,7.11,11.47,2162.83,0.5389,Low
57.15,5.04,7.77,2911.63,0.4817,Low
61.79,9.62,10.58,5152.88,0.6173,Medium
77.68,10.8,14.35,55120.83,0.8626,Very High
49.53,3.09,4.47,640.13,0.3071,Low
58.44,5.95,8.24,1860.91,0.4815,Low
68.2,3.62,7.92,2061.16,0.4869,Low
62.93,3.76,8.17,2236.42,0.478,Low
61.14,4.5,11.42,3770.34,0.5454,Low
75.25,12.66,13.02,29876.86,0.8308,Very High
62.81,3.64,10.87,2819.57,0.52,Low
78.92,10.86,16.48,34998.08,0.8695,Very High
53.59,2.61,8.07,1281.27,0.3957,Low
54.96,4.2,10.47,2039.86,0.4726,Low
66.0,4.2,8.92,1568.69,0.4851,Low
65.01,2.69,3,1265.99,0.3582,Low
69.55,10.33,12.6,9880.23,0.7162,High
70.31,6.47,8.94,4146.09,0.5869,Medium
55.77,4.6,7.5,728.33,0.3909,Low
78.79,13.18,14.96,51054.36,0.8997,Very High
81.35,11.25,17.99,53263.58,0.9216,Very High
47.42,3.9,5.78,493.5,0.3092,Low
54.24,3.22,8.3,1684.14,0.4233,Low
82.37,12.8,14.73,41843.86,0.901,Very High
79.43,9.96,11.53,24499.9,0.7914,High
52.53,0.5,6.75,778.28,0.3163,Low
54.94,2.18,6.0,687.06,0.3346,Low
56.43,4.61,8.02,1164.34,0.4277,Low
67.08,7.51,12.56,9877.47,0.6703,Medium
51.86,1.33,6.78,538.15,0.3071,Low
67.88,10.05,12.26,15210.8,0.7228,High
68.4,5.64,10.48,6715.48,0.6097,Medium
74.42,7.03,10.81,13270.58,0.6914,Medium
69.8,7.22,12.9,9386.25,0.6804,Medium
58.49,6.09,9.13,2436.77,0.5072,Low
70.14,8.67,13.84,9888.14,0.7117,High
67.56,10.47,12.4,19117.73,0.7384,High
56.92,6.33,10.85,3040.46,0.5314,Low
59.44,6.22,10.86,1586.12,0.5052,Low
59.39,2.14,5.19,849.65,0.3481,Low
83.38,11.12,15.36,36606.08,0.885,Very High
86,13.34,16.77,58142.96,0.9567,Very High
79.43,12.62,17.17,56682.08,0.9228,Very High
82.51,13.36,14.78,56297.92,0.9234,Very High
58.75,3.72,7.97,458.42,0.3618,Low
85.21,14.05,18,58531.15,0.9768,Very High
59.2,3.67,8.44,1361.73,0.4396,Low
54.58,2.26,8.54,779.62,0.3723,Low
76.24,9.52,15.6,23524.23,0.8122,Very High
54.5,0.5,5.73,418.34,0.2722,Low
69.68,7.83,12.55,6311.08,0.6632,Medium
59.53,1.28,6.15,775.59,0.3426,Low
59.48,5.35,8.73,1876.43,0.4838,Low
79.96,10.9,16.3,23827.29,0.8538,Very High
76.2,9.44,13.02,29107.3,0.7942,High
77.69,6.93,10.28,8084.36,0.6726,Medium
75.11,7.4,12.08,19141.14,0.7317,High
60.38,7.54,12.19,7421.91,0.6201,Medium
61.23,7.99,8.55,3159.17,0.5504,Medium
62.03,7.03,12.03,3075.39,0.575,Medium
77.17,11.42,13.78,9976.13,0.7757,High
71.76,10.2,14.42,13601.83,0.7593,High
60.9,6.97,7.19,4612.77,0.5399,Low
65.09,7.34,14.73,4436.25,0.6381,Medium
81.92,12.63,14.41,61170.52,0.9119,Very High
67.93,10.01,11.87,15879.16,0.7208,High
74.07,6.03,9.58,5396.63,0.6164,Medium
58.9,3.7,9.14,1135.91,0.436,Low
74.78,10.15,14.25,22502.69,0.797,High
45,3.8,3.83,480.03,0.2769,Low
64.55,5.7,10.52,2095.13,0.5336,Low
67.16,6.96,11.9,4419.25,0.6158,Medium
79.4,9.85,13.83,8095.84,0.756,High
67.17,10.15,13.16,15553.37,0.7303,High
85.31,12.88,15.65,58348.88,0.9403,Very High
63.12,5.05,7.64,1931.93,0.4833,Low
81.82,12.62,14.96,48946.53,0.9062,Very High
57.26,3.21,5.81,476.25,0.3309,Low
45,3.56,8.6,528.38,0.3258,Low
45,3.69,3.15,466.17,0.266,Low
82.74,11.04,11.83,35781.29,0.8422,Very High
75.63,12.9,12.32,31730.6,0.8316,Very High
74.12,9.97,16.27,28898.55,0.8238,Very High
60.28,3.23,8.11,2148.05,0.4572,Low
72.66,4.52,11.59,2171.03,0.5626,Medium
77.7,13.61,11.55,27871.47,0.8362,Very High
61.96,3.95,8.88,1384.97,0.4594,Low
64.68,9.84,10.55,8050.32,0.6566,Medium
55.24,4.36,7.49,605.9,0.3736,Low
64.27,4.43,9.87,2022.87,0.5072,Low
75.81,7.88,12.18,5589.3,0.6794,Medium
70.7,11.86,14.11,43136.68,0.8257,Very High
78.48,13.35,15.88,42966.37,0.9005,Very High
60.26,6.03,12.39,2684.54,0.5516,Medium
45.79,1.65,10.08,520.72,0.3212,Low
70.87,7.16,16.01,31870.53,0.7752,High
58.48,3.32,6.14,636.63,0.3598,Low
61.47,5.74,11.19,2546.98,0.5391,Low
45,0.5,3.91,411.2,0.2176,Low
58.65,5.42,8.97,1129.77,0.4541,Low
67.11,7.31,13.25,8940.52,0.6701,Medium
49.83,1.99,4.98,473.75,0.2806,Low
48.57,1.64,10.51,713.87,0.3562,Low
70.8,6.74,11.96,16847.14,0.696,Medium
59.16,3.77,9.69,1770.56,0.4692,Low
83.17,14.07,16.89,90140.56,0.9697,Very High
60.11,4.66,8.34,973.02,0.4346,Low
66.64,7.41,11.29,3625.97,0.602,Medium
69.44,6.8,14.23,10711.34,0.6938,Medium
77.95,11.73,17.51,63394.86,0.9135,Very High
68.84,7.39,11.44,5465.8,0.6352,Medium
52.94,1.43,7.16,557.59,0.319,Low
68.01,10.66,12.81,15195.29,0.736,High
65.54,5.27,8.01,3191.47,0.5265,Low
